13,6,24,31,27,23,3
25,29,11,30,14,27,24
9,25,11,16,10,2,15
11,36,22,27,31,30,19
32,20,27,16,30,34,3
35,16,14,18,12,22,4
19,10,4,15,2,7,33
35,31,6,17,28,9,5
24,33,32,37,25,23,39
12,25,14,19,39,27,13
21,17,12,34,14,10,25
11,10,5,19,26,34,20
33,6,10,14,21,29,17
19,28,39,13,8,4,16
17,37,19,14,15,12,4
9,26,21,32,34,37,5
7,19,15,22,27,8,28
4,20,1,2,15,31,18
13,39,35,1,6,17,20
6,13,25,35,9,11,34
18,11,31,15,38,8,13
12,34,6,16,31,1,15
27,18,25,7,8,6,17
8,39,14,23,1,9,29
10,24,25,30,23,32,3
27,7,4,38,32,20,5
20,30,3,39,22,14,2
26,6,13,1,28,10,25
25,2,11,37,32,12,13
30,4,1,14,15,25,20
15,37,25,17,16,2,35
17,39,7,20,8,2,22
36,25,11,6,35,8,1
1,37,32,21,29,8,19
27,22,8,18,12,4,17
3,15,36,37,2,34,30
7,6,20,3,30,39,31
2,16,39,8,3,36,7
6,9,18,13,31,15,36
28,34,24,31,39,21,2
25,18,13,30,33,24,2
30,1,23,29,12,14,20
28,8,1,25,31,30,2
29,23,15,19,35,10,25
27,24,37,11,26,1,22
12,36,24,28,16,37,31
4,20,13,9,29,35,8
28,1,7,35,27,17,36
33,30,38,27,26,22,3
10,20,21,33,13,39,34
25,22,37,13,21,15,19
9,3,2,31,24,1,30
23,36,3,38,19,13,34
22,11,24,12,2,14,34
4,20,22,7,25,24,12
28,26,23,35,36,29,16
4,36,5,25,21,30,11
10,13,24,3,29,19,6
25,18,11,33,24,10,28
36,7,25,1,39,3,38
11,1,9,20,29,21,10
5,11,4,35,38,27,23
15,11,36,35,32,37,14
23,2,31,10,35,9,15
11,1,9,15,33,38,23
9,15,12,11,6,7,14
22,1,12,32,38,30,23
3,26,24,14,1,12,37
15,26,35,27,6,13,16
15,19,28,29,6,26,5
30,3,27,39,13,14,11
32,28,38,29,37,1,30
28,38,7,29,3,25,23
7,20,6,35,27,33,22
13,16,19,2,20,7,32
31,21,35,16,19,34,9
17,23,27,6,21,3,16
37,21,9,10,27,20,38
18,30,7,21,17,35,6
18,38,32,35,3,10,28
39,15,6,22,23,7,8
39,30,4,38,15,36,1
22,19,37,13,10,4,34
10,30,29,31,38,20,35
24,32,6,37,7,3,2
15,36,18,37,19,16,29
28,31,6,9,32,38,4
28,35,13,4,33,24,7
17,27,12,22,6,38,31
15,17,38,8,32,22,2
6,23,3,39,31,10,4
7,31,35,27,30,22,18
2,29,4,27,13,31,8
1,22,12,35,18,24,39
33,36,13,19,17,34,31
12,28,19,33,5,4,9
16,37,12,27,6,36,15
5,25,28,1,22,8,16
8,33,16,3,13,35,14
17,6,2,30,13,18,23
19,8,14,28,2,7,3
4,6,17,18,15,24,35
17,20,34,18,32,38,2
25,29,4,34,16,38,23
25,4,9,34,13,24,6
17,22,27,32,13,11,28
4,39,13,8,35,5,20
3,14,27,20,35,21,22
15,34,6,23,4,26,10
22,29,10,16,9,27,26
10,36,18,35,23,31,19
29,31,18,35,36,8,16
15,7,9,11,34,25,1
3,30,36,22,13,33,14
15,33,24,29,21,17,36
24,3,27,2,9,14,30
31,13,29,20,36,30,25
28,1,19,9,10,34,7
6,37,3,21,15,5,36
23,24,4,1,8,11,20
22,23,17,34,30,8,7
22,12,32,29,36,24,30
2,33,8,9,32,23,30
15,9,23,27,34,14,38
4,29,37,18,21,1,20
4,37,21,7,8,9,33
9,35,20,8,28,6,30
30,27,26,28,6,25,15
17,22,18,25,29,34,36
20,30,25,32,23,9,39
20,22,25,13,19,5,9
39,28,12,2,1,18,8
19,37,35,12,1,27,11
36,6,11,19,21,39,25
7,17,21,35,13,26,5
14,31,34,2,33,17,6
24,22,23,17,28,39,27
8,23,3,34,16,15,6
19,16,23,2,34,12,29
5,29,24,19,13,20,27
33,3,34,29,16,32,23
39,13,22,7,19,21,6
30,4,14,13,29,12,10
19,12,17,39,28,3,22
25,31,32,26,18,17,8
16,25,23,5,13,28,15
24,2,12,34,6,26,37
14,9,8,2,30,3,13
18,7,22,37,9,14,12
25,17,37,35,7,31,15
21,2,3,26,33,1,25
6,7,39,3,9,27,24
5,2,35,12,6,39,22
17,15,34,21,39,18,26
33,6,11,17,26,13,35
1,16,2,17,26,28,34
24,17,25,21,29,8,28
9,14,7,39,28,34,33
4,14,3,28,34,29,36
13,26,11,35,8,37,30
32,23,36,11,7,4,14
3,14,19,25,35,21,34
22,13,25,16,10,27,38
16,34,3,6,29,25,4
10,30,15,19,28,7,6
22,36,12,25,31,38,35
5,16,6,32,28,19,20
1,25,8,34,7,26,29
21,9,27,32,1,22,37
2,39,13,36,14,4,5
37,11,4,9,26,10,18
31,37,4,8,25,15,28
6,29,24,10,32,20,26
21,8,28,25,31,19,13
11,14,26,37,16,34,22
37,17,31,25,8,27,33
19,21,17,4,6,25,37
32,23,20,4,15,18,38
2,12,17,9,11,37,26
19,6,37,20,39,12,17
26,32,1,17,5,19,16
23,24,6,12,7,19,16
22,4,13,9,2,24,31
7,6,5,37,19,38,28
34,27,33,13,3,35,32
38,36,24,15,5,16,10
16,4,31,27,38,30,37
5,10,29,39,13,12,37
25,29,14,37,8,2,23
17,14,19,15,32,24,34
5,27,20,34,36,7,3
12,1,29,27,31,16,8
25,16,34,26,17,8,10
11,17,10,9,1,2,23
17,10,7,25,24,33,28
38,20,11,1,18,28,8
24,11,23,29,3,35,1
6,19,10,8,3,22,31
15,38,31,30,10,14,21
1,36,23,19,21,17,35
14,39,20,12,22,17,29
7,19,27,36,1,28,20
22,32,8,13,17,30,2
35,4,2,33,20,28,21
32,34,14,20,26,38,7
30,31,23,8,38,21,25
36,29,18,17,33,39,7
7,13,5,31,37,3,17
32,1,7,20,25,38,36
32,26,13,6,37,18,24
1,22,16,26,34,2,33
10,29,18,21,16,24,36
26,7,28,8,32,25,35
17,19,2,24,5,36,11
3,37,17,32,15,8,30
5,7,10,16,22,11,15
25,23,13,38,9,24,14
39,38,29,24,21,18,32
3,37,20,11,15,16,27
13,37,32,31,30,1,7
17,10,1,35,23,26,36
27,21,18,32,15,17,12
19,32,5,26,3,12,13
27,28,38,22,5,18,13
26,1,4,17,21,20,25
16,27,37,1,35,19,3
37,20,13,21,29,31,10
1,14,6,20,8,36,37
12,8,26,37,23,31,34
12,34,17,26,9,20,19
28,1,6,32,3,33,15
5,8,1,27,17,31,18
37,16,7,23,1,5,22
19,6,17,32,21,25,31
23,15,38,7,9,27,10
9,35,23,4,32,21,1
14,25,10,29,1,2,38
15,16,30,8,34,1,6
19,13,6,23,33,21,25
13,27,35,21,28,19,14
10,27,17,34,29,33,9
26,9,22,13,6,17,19
13,37,31,11,6,33,17
37,31,38,13,19,32,14
11,21,7,8,2,37,12
31,13,29,34,20,12,28
14,24,25,23,18,15,35
33,19,4,26,23,39,16
5,15,21,22,12,1,13
20,9,39,34,13,4,25
28,4,2,1,18,16,12
11,24,29,13,22,31,35
19,16,11,29,35,14,8
14,5,24,9,10,17,11
31,14,10,2,27,25,34
28,24,11,20,18,14,22
15,2,24,12,4,8,36
20,39,12,6,11,10,34
25,9,36,12,1,18,39
27,5,11,7,31,39,8
11,36,6,30,7,14,38
4,7,37,30,11,25,31
21,6,28,34,39,23,19
29,21,2,16,25,33,30
9,32,35,16,18,10,2
39,30,26,3,25,37,34
11,33,23,36,37,9,14
35,2,5,32,24,19,7
13,6,12,9,21,3,34
15,18,30,35,26,2,4
18,38,9,37,25,8,11
39,37,14,29,20,7,19
13,10,7,23,19,11,36
20,1,12,32,35,3,6
13,21,22,34,38,19,11
16,26,28,22,27,3,8
28,8,3,12,27,29,35
3,4,36,6,10,35,33
16,18,1,3,12,19,27
2,16,13,5,27,1,28
25,6,10,33,32,23,26
23,35,30,11,1,18,7
30,19,13,29,6,39,16
33,21,9,18,16,31,13
10,1,26,22,31,35,38
35,37,30,12,26,32,31
13,14,19,1,39,2,12
8,13,19,34,10,30,18
34,3,14,29,11,30,1
34,4,1,36,31,39,25
29,15,31,22,7,1,28
34,20,12,16,27,26,36
36,4,12,25,18,21,15
10,27,3,13,24,2,32
22,24,15,33,23,3,30
14,16,39,9,23,37,27
13,28,31,5,1,30,39
12,25,17,36,16,10,24
3,33,21,25,34,29,36
10,31,15,26,16,8,6
25,38,37,16,32,17,30
18,39,38,24,4,30,12
5,13,27,18,16,6,32
18,12,2,11,30,1,32
36,33,3,25,17,4,32
28,19,25,26,39,11,36
22,11,12,31,26,2,38
26,13,34,5,19,39,23
34,28,3,17,10,31,36
14,2,6,10,7,27,9
38,36,28,11,20,30,14
5,23,24,36,19,32,9
3,12,21,35,34,27,23
11,27,19,39,5,31,15
35,4,5,30,20,31,33
33,15,18,35,5,21,28
8,25,2,10,34,27,31
19,21,14,37,17,8,11
16,30,14,18,23,6,24
34,6,19,22,20,10,28
20,7,37,26,39,15,5
35,18,13,3,29,12,34
28,21,29,10,27,13,32
2,13,17,30,27,12,10
3,19,37,35,1,24,8
23,29,28,15,10,24,27
20,13,2,27,26,8,32
6,27,16,8,12,11,5
22,9,36,24,17,39,2
6,34,18,19,7,5,9
34,30,26,16,17,7,21
30,38,31,27,26,4,29
14,29,20,12,25,1,26
10,23,21,2,33,25,30
15,8,27,14,29,5,4
4,22,1,34,37,18,12
18,19,28,27,21,34,29
4,19,28,20,30,18,25
10,5,4,32,18,25,3
5,25,14,8,26,16,38
36,17,3,16,27,37,18
27,13,5,4,19,1,22
38,18,6,13,39,26,36
17,23,28,27,26,32,11
10,11,37,36,39,23,1
38,12,11,28,24,29,21
37,19,29,27,13,22,39
35,37,25,22,32,27,24
11,24,6,5,26,16,29
15,8,32,27,18,5,20
26,15,16,17,1,5,18
9,27,14,28,21,37,36
28,17,34,23,33,8,7
20,39,3,24,2,33,35
17,21,20,29,12,14,24
15,32,14,11,21,25,23
30,10,3,6,34,29,5
11,24,27,31,9,5,23
22,21,14,30,39,25,37
13,21,25,35,4,10,1
2,23,15,13,34,38,12
16,4,20,31,21,33,34
10,30,23,3,4,6,19
25,26,14,19,5,9,10
5,26,35,13,10,22,23
6,29,38,36,12,14,19
28,23,32,1,3,19,22
5,18,25,22,37,26,16
21,24,5,11,12,9,30
17,21,11,39,23,25,22
31,35,17,30,9,6,28
35,2,37,33,22,24,13
19,10,8,26,37,13,35
28,9,3,31,25,14,17
6,19,33,38,13,20,5
29,6,8,35,24,19,17
38,12,34,3,24,4,26
2,12,29,27,33,24,35
37,36,24,28,38,10,13
1,33,29,15,23,3,20
10,6,9,15,25,17,31
6,37,21,33,3,10,18
38,21,27,8,33,30,5
9,12,6,27,36,10,13
22,4,2,29,33,38,20
3,13,9,6,25,5,22
25,29,22,15,38,19,3
18,2,5,38,19,33,10
13,14,5,11,26,17,31
13,3,27,18,8,36,33
23,11,32,2,30,15,5
10,14,2,27,34,39,8
2,13,32,8,20,30,21
11,13,28,25,32,6,4
13,3,28,20,9,17,14
35,1,27,22,39,29,3
36,39,13,27,9,33,14
15,17,10,20,35,24,2
12,20,9,22,39,5,36
7,34,8,29,16,15,31
28,16,39,34,8,1,10
15,38,35,1,27,31,30
12,11,1,21,35,22,36
12,4,15,39,7,11,2
26,12,10,1,8,9,3
33,20,2,35,38,16,24
14,32,5,34,18,33,28
19,30,20,2,29,3,21
8,39,3,4,17,18,23
35,30,14,3,38,34,5
3,32,7,11,35,9,21
7,6,29,3,38,24,34
37,13,23,17,20,27,7
37,14,32,13,25,35,38
5,38,19,26,10,33,11
7,28,29,10,16,11,37
28,31,3,29,36,2,39
17,30,12,38,21,37,22
13,39,37,3,20,24,19
31,1,22,33,24,6,9
27,34,35,22,16,20,8
24,38,35,16,18,11,25
22,23,18,28,16,13,1
34,39,12,9,11,7,15
29,37,21,38,9,28,27
18,8,13,7,19,22,38
39,27,32,17,12,38,19
9,23,2,27,19,35,37
32,1,35,12,4,31,15
7,5,2,29,11,18,8
19,13,30,26,10,17,39
16,8,18,4,9,7,17
12,33,3,19,26,4,38
38,7,34,2,21,4,3
26,13,27,5,10,17,31
16,14,1,39,27,20,8
14,39,38,3,5,7,4
33,10,31,27,22,2,14
8,33,37,7,24,3,12
28,1,31,26,37,38,12
16,30,33,8,17,5,7
30,18,33,35,22,15,32
34,20,31,9,25,4,3
22,25,14,2,19,21,37
34,6,17,19,10,13,28
34,21,28,23,20,22,33
37,29,5,27,23,11,20
16,23,32,13,8,26,31
9,2,21,32,15,11,7
15,13,32,34,33,9,38
35,21,8,4,34,17,19
27,14,28,16,22,10,3
9,39,4,12,31,8,35
22,18,32,9,19,13,23
13,16,4,17,39,5,7
8,35,24,6,34,25,21
3,23,2,8,33,20,31
37,15,11,17,30,3,33
23,25,16,28,34,24,3
14,19,31,3,20,11,8
10,19,22,4,15,31,27
9,22,20,16,27,2,12
36,12,37,16,6,26,11
35,32,8,7,37,19,38
18,29,22,21,1,39,10
3,7,23,15,1,9,17
17,26,29,12,6,1,22
26,38,12,15,3,23,21
4,36,17,24,39,1,38
11,3,24,13,27,26,29
9,26,12,4,38,8,18
5,11,17,3,7,31,2
34,21,10,30,9,20,6
23,27,33,25,16,28,26
38,25,10,7,17,20,15
3,29,7,31,20,36,21
30,15,25,23,27,4,10
2,39,23,37,6,27,28
16,23,11,29,7,37,12
20,32,10,19,34,33,35
17,24,2,34,16,12,9
32,19,33,28,35,20,30
27,34,38,28,25,22,9
39,23,16,1,6,4,25
38,14,20,6,32,36,27
36,29,30,9,5,13,17
9,8,25,26,15,28,5
1,22,24,6,17,25,32
26,8,17,2,5,33,10
25,12,19,6,38,13,31
9,13,22,16,19,18,21
15,27,25,8,10,23,13
30,28,37,22,38,33,16
38,21,17,13,1,19,2
1,24,26,5,15,11,35
34,6,2,35,19,21,7
13,27,22,7,9,6,16
33,29,15,21,31,16,14
11,7,5,25,17,24,13
37,17,8,34,39,36,15
19,12,27,2,17,15,39
5,1,35,37,6,34,24
29,22,12,15,28,24,21
33,6,26,2,3,37,32
9,14,16,12,19,28,29
23,4,22,32,15,34,13
7,26,39,29,37,10,4
32,29,28,12,10,5,25
4,15,36,23,5,8,19
37,16,32,23,13,14,31
18,7,31,20,14,22,19
22,34,2,31,21,26,4
37,6,2,24,34,21,13
27,24,35,13,18,11,36
27,22,25,35,32,17,10
20,31,25,19,37,9,12
34,15,7,18,27,3,25
20,4,34,16,14,37,19
24,8,32,29,16,21,35
13,6,4,10,36,7,24
27,34,33,29,20,6,1
14,25,28,9,8,33,26
5,39,2,30,24,11,25
17,10,16,38,5,36,9
27,30,21,4,34,26,31
23,12,14,2,32,28,3
19,26,20,7,32,29,4
35,14,24,22,18,31,10
20,5,29,38,32,28,9
3,19,26,32,30,13,4
20,1,6,17,10,11,33
15,13,32,27,23,38,24
18,31,19,25,24,9,7
11,29,4,39,20,14,36
30,10,23,4,29,6,37
22,6,5,37,17,18,27
1,20,37,2,8,22,21
17,22,24,30,20,16,11
24,28,18,17,8,38,3
10,32,36,39,15,14,7
2,28,18,16,24,10,4
7,3,28,6,21,29,25
33,35,14,19,6,39,9
31,17,25,22,20,13,37
36,28,26,11,19,13,32
17,37,29,19,23,33,13
21,9,39,2,34,12,37
12,16,17,23,34,10,9
13,14,4,2,30,34,19
17,19,2,3,38,13,14
21,7,10,6,16,23,27
27,24,16,3,7,1,31
11,22,9,38,18,3,26
9,32,22,1,16,34,36
3,39,18,11,37,8,23
16,35,3,10,31,33,18
13,1,7,3,23,6,24
21,8,30,13,10,6,22
17,7,24,32,30,39,31
19,10,34,9,27,33,22
24,20,23,15,31,32,39
26,36,22,8,35,37,14
5,38,18,30,29,37,20
15,37,6,19,25,18,7
26,28,33,16,5,27,19
7,26,2,4,35,34,29
10,16,1,31,13,38,39
22,15,17,10,28,23,4
7,1,24,38,13,9,36
14,18,30,32,38,11,20
14,17,30,13,1,22,27
30,1,38,18,33,20,15
3,4,36,1,12,22,38
27,16,14,6,2,29,3
4,5,17,29,24,20,11
36,16,29,25,3,37,18
4,14,9,1,38,16,39
26,8,30,38,10,25,1
36,27,19,33,38,20,14
13,29,10,34,26,3,11
4,12,5,2,15,22,26
1,30,22,16,19,36,25
4,2,7,37,26,23,6
13,3,19,21,32,5,28
12,32,34,1,16,15,14
31,27,34,3,7,11,22
28,31,1,15,29,14,11
39,11,6,36,21,2,24
32,11,36,28,5,9,12
9,34,21,2,33,28,16
38,1,4,25,21,30,5
5,35,22,14,19,21,1
36,32,25,4,13,11,33
24,38,25,6,17,36,26
31,10,15,9,4,30,22
9,32,22,28,3,12,34
38,22,14,32,9,5,25
33,9,39,11,14,28,22
19,13,36,31,15,5,9
10,35,37,21,18,16,32
17,30,3,10,21,35,20
2,3,16,19,5,24,18
23,18,34,37,28,26,35
16,20,9,27,28,29,38
5,29,13,31,2,14,36
27,24,13,10,25,38,7
11,39,29,21,6,16,36
25,39,32,19,8,31,1
26,25,28,17,21,34,14
6,9,36,18,31,8,21
11,2,3,23,33,34,10
11,5,21,37,32,28,4
27,35,2,18,19,5,3
29,27,24,16,9,11,26
8,32,30,34,35,17,7
31,5,28,22,35,23,38
13,16,25,22,31,5,14
5,36,26,13,14,34,18
9,27,12,19,16,21,17
21,39,25,16,17,12,13
24,20,18,39,5,31,1
11,34,4,32,24,3,28
27,3,14,18,11,12,36
6,27,14,13,4,1,23
24,8,17,25,33,32,27
2,15,23,25,12,3,35
25,27,1,8,16,24,28
14,11,1,3,31,8,22
9,25,39,7,3,29,8
2,16,4,21,8,37,6
6,17,19,13,30,27,21
10,29,39,17,2,4,20
35,39,18,7,9,38,26
24,3,26,11,14,27,17
6,15,17,24,16,25,3
19,35,7,34,24,28,20
35,5,24,9,38,20,36
14,8,19,15,17,3,26
14,8,4,22,25,38,20
33,2,23,34,28,35,7
14,5,22,4,20,28,9
24,32,3,14,11,39,33
4,25,36,13,32,35,3
10,17,22,34,29,25,15
33,39,17,34,14,4,37
34,11,17,18,1,27,13
27,22,32,13,28,18,35
5,15,17,10,26,33,3
39,33,17,34,32,8,35
28,32,22,9,17,13,5
23,16,12,13,15,1,37
36,8,10,35,32,13,20
2,24,32,19,31,1,14
23,2,10,15,6,34,18
18,28,34,31,5,9,22
21,7,15,29,5,6,20
16,5,13,23,22,31,1
31,26,10,33,27,9,30
17,27,1,32,12,38,3
34,16,32,25,5,36,8
31,32,3,10,28,11,21
23,30,4,37,38,10,13
33,21,4,28,10,37,12
37,14,33,21,36,31,22
29,35,11,6,32,14,20
18,27,1,21,20,15,8
3,24,12,22,29,35,34
37,21,8,2,5,1,12
20,36,37,13,3,39,8
31,33,21,2,37,26,5
27,11,33,34,12,1,39
10,11,15,30,16,23,35
29,21,7,19,34,16,4
33,35,9,18,34,30,37
6,8,28,30,2,35,3
31,15,21,9,39,25,7
6,32,22,4,15,25,35
15,30,4,29,28,38,21
1,7,14,4,28,2,33
39,5,6,37,25,1,22
11,23,1,26,38,19,22
33,2,14,39,19,20,22
36,1,2,13,9,6,16
3,26,15,9,38,14,7
3,2,8,36,24,31,1
38,14,1,34,7,39,27
2,31,33,14,16,29,19
11,8,17,9,30,12,25
16,36,3,14,2,1,27
8,26,11,31,23,20,39
33,4,6,35,22,5,3
19,21,17,27,9,28,14
32,6,16,5,38,20,1
5,39,12,9,27,35,4
31,11,19,13,27,8,18
14,37,8,16,23,33,2
22,32,4,28,30,21,20
17,11,28,30,13,5,21
28,29,6,15,21,20,4
36,27,14,19,4,23,16
21,1,18,23,22,39,24
27,5,6,34,20,7,15
23,17,19,35,39,6,3
35,11,12,14,30,36,9
11,3,21,38,29,25,4
2,30,9,7,31,6,27
25,35,26,24,37,13,5
2,14,29,36,30,20,6
34,33,37,1,10,8,16
36,34,18,10,14,7,9
7,14,28,9,19,4,39
27,29,26,11,36,10,5
29,34,3,26,14,35,22
19,32,8,2,31,37,24
39,18,21,20,27,33,38
1,36,28,6,2,12,39
3,20,39,38,12,6,37
8,10,25,16,3,28,22
3,8,19,34,22,13,30
10,34,37,26,21,24,33
1,14,37,2,8,20,9
4,32,23,2,25,7,10
16,3,2,9,4,28,35
11,16,8,33,3,7,15
28,1,24,26,20,12,2
19,15,31,28,2,33,7
32,18,20,35,19,12,37
5,28,7,21,11,25,36
19,7,3,21,28,38,4
15,31,33,34,9,5,17
5,28,29,37,26,3,6
28,13,7,18,26,9,34
9,32,20,1,6,37,38
22,17,39,14,23,20,7
12,28,14,16,36,27,31
39,1,30,21,3,18,8
19,32,17,12,5,30,35
33,34,5,14,10,32,16
8,24,13,39,9,20,29
5,34,7,2,26,1,35
11,20,21,12,30,19,15
11,13,21,39,5,20,4
13,39,26,24,11,7,34
26,7,24,20,25,12,35
30,32,15,24,27,39,8
12,37,19,21,34,26,38
2,38,20,23,33,6,7
7,30,11,25,28,32,8
29,37,12,16,33,26,6
18,29,12,3,19,10,28
36,18,1,9,17,34,14
34,37,36,21,1,15,18
6,17,23,27,15,10,5
2,25,16,6,33,31,17
27,18,5,7,28,10,31
21,14,32,25,12,6,5
23,34,5,4,33,7,18
32,35,10,1,33,9,39
7,14,34,12,19,6,32
9,32,33,15,19,14,24
22,9,18,24,16,29,11
17,2,5,36,1,10,24
11,4,1,23,39,28,5
27,31,8,35,36,23,30
11,7,2,9,31,35,5
8,18,37,28,30,3,26
9,30,1,32,10,28,35
30,16,26,28,6,17,8
29,13,21,3,31,10,36
36,10,7,39,31,28,24
32,29,10,36,14,22,28
25,35,26,1,18,24,36
26,1,6,20,36,12,3
28,21,19,17,23,24,32
30,16,5,11,10,21,20
21,11,12,19,36,13,27
1,38,8,31,27,4,15
13,4,28,6,25,35,16
3,8,30,39,20,26,12
3,6,32,39,37,4,15
18,16,10,1,32,12,2
29,12,21,22,25,24,2
14,1,10,15,32,30,24
14,6,20,21,37,10,36
26,39,12,4,38,16,31
9,10,19,12,11,28,24
8,18,37,5,21,13,38
23,27,36,24,11,32,7
3,26,20,4,14,33,13
7,4,32,22,31,14,9
5,10,8,37,32,13,25
25,26,29,24,18,12,28
2,37,32,20,17,4,14
32,39,34,9,21,30,28
34,33,6,7,27,17,39
27,23,34,35,17,15,13
22,3,2,7,10,35,8
8,9,35,2,1,17,20
7,12,4,37,32,18,8
21,34,39,9,25,3,26
10,27,7,28,15,13,33
22,32,23,5,34,29,39
1,13,6,18,32,31,14
5,35,12,7,15,31,20
5,23,39,2,27,35,1
29,39,25,24,22,34,12
9,39,35,34,3,6,11
20,3,15,12,11,13,17
4,36,15,31,21,32,29
23,22,37,38,36,20,31
7,39,27,31,17,8,34
24,16,11,39,1,37,21
1,8,21,28,14,34,24
23,35,33,39,5,6,19
5,18,19,34,38,33,13
39,33,24,1,6,28,22
34,35,3,16,39,32,26
9,6,25,23,30,20,16
24,4,35,2,20,21,17
20,14,18,33,13,37,25
39,9,33,28,12,14,15
26,6,35,33,4,36,22
36,34,32,17,3,22,39
6,24,37,16,13,38,11
10,33,11,21,31,12,6
35,28,32,39,4,9,36
